Cuenta;Nombre;Naturaleza;Tercero;Auxiliar;C. Costo
424516;CONTRUCCIONES Y EDIFICACIONES           ;C;S;S;N
424520;MAQUINARIA Y EQUIPO                     ;C;S;S;N
424524;EQUIPO DE OFICINA                       ;C;S;S;N
424528;EQUIPO DE COMPUTACION Y COMUNICACION    ;C;S;S;N
424540;FLOTA Y EQUIPO DE TRANSPORTE            ;C;S;S;N
4250;RECUPERACIONES                          ;C;S;N;N
425010;SEGUROS                                 ;C;S;S;N
425030;DESCUENTOS CONCEDIDOS                   ;C;S;N;N
42503001;DESCUENTOS CONCEDIDOS                   ;C;S;S;S
425035;REINTEGRO PROVISIONES                   ;C;S;N;N
42503501;REINTEGRO DE COSTO X PROVISION DE PS    ;C;S;S;N
425050;REINTEGRO DE OTROS COSTOS Y GASTOS      ;C;S;S;N
4255;INDEMNIZACIONES                         ;C;S;N;N
425540;POR INCAPACIDADES E.P.S                 ;C;S;S;N
4295;DIVERSOS                                ;C;S;N;N
429505;APROVECHAMIENTOS                        ;C;S;S;N
429551;EXCEDENTES C-10                         ;C;S;S;N
429552;EXCEDENTES CAJA                         ;C;S;S;N
429567;FOTOCOPIAS-UTILES-PAPELERIA             ;C;S;S;N
429581;AJUSTE AL PESO                          ;C;S;S;N
429599;AJUSTES POR INFLACION                   ;C;S;S;N
47;AJUSTES POR INFLACION                   ;C;S;N;N
4705;CORRECCION MONETARIA                    ;C;S;N;N
470515;PROPIEDAD PLANTA Y EQUIPO (CR)          ;C;S;S;N
470525;ACTIVOS DIFERIDOS                       ;C;S;S;N
470530;OTROS ACTIVOS                           ;C;S;S;N
470540;PATRIMONIO                              ;C;S;S;N
470545;DEPRECIACION ACUMULADA                  ;C;S;S;N
470565;INGRESOS OPERACIONALES                  ;C;S;S;N
470570;INGRESOS NO OPERACIONALES               ;C;S;S;N
470575;GASTOS OPERACIONALES                    ;C;S;S;N
470585;GASTOS NO OPERACIONALES                 ;C;S;S;N
470594;COSTO DE PRODUCCION O DE OPERACION      ;C;S;S;N
5;GASTOS                                  ;D;S;N;N
51;OPERACIONALES DE ADMON                  ;D;S;N;N
5105;GASTOS DE PERSONAL                      ;D;S;N;N
510506;SUELDOS                                 ;D;S;S;N
510518;COMISIONES                              ;D;S;S;N
510520;INCAPACIDADES                           ;D;S;S;S
510524;INCAPACIDADES ASUMIDAS                  ;D;S;S;N
510527;AUXILIO DE TRANSPORTE                   ;D;S;S;N
510530;CESANTIAS                               ;D;S;S;N
510533;INTERESES SOBRE CESANTIAS               ;D;S;S;N
510536;PRIMA DE SERVICIOS                      ;D;S;S;N
510539;VACACIONES                              ;D;S;S;N
510542;PRIMAS EXTRALEGALES                     ;D;S;S;N
510543;PRIMA DE EXCLUSIVIDAD                   ;D;S;S;N
510544;PRIMA DE VACACIONES                     ;D;S;S;N
510545;AUXILIO NO SALARIAL                     ;D;S;S;N
510548;BONIFICACION ANUAL                      ;D;S;S;N
510551;DOTACION Y SUMINISTRO                   ;D;S;S;N
510554;SEGUROS                                 ;D;S;S;N
510563;CAPACITACION AL PERSONAL                ;D;S;S;N
510566;GASTOS DEPORTIVOS Y DE RECREACION       ;D;S;S;N
510568;ADMINISTRADORA DE RIESGOS               ;D;S;S;N
510569;EPS                                     ;D;S;S;N
510570;PENSIONES                               ;D;S;S;N
510572;COMFENALCO                              ;D;S;S;N
510575;ICBF                                    ;D;S;S;N
510578;SENA                                    ;D;S;S;N
510580;ISS INDEPENDIENTE                       ;D;S;S;N
510581;APORTES FONDO DE EMPLEADOS              ;D;S;S;N
510584;GASTOS MEDICOS Y DROGAS                 ;D;S;S;N
510595;OTROS                                   ;D;S;S;N
510597;TRASLADO A COSTOS                       ;D;S;S;N
510599;AJUSTES POR INFLACION                   ;D;S;S;N
5110;HONORARIOS                              ;D;S;N;N
511005;JUNTA DIRECTIVA                         ;D;S;S;N
511010;REVISORIA FISCAL                        ;D;S;S;N
511015;AUDITORIA EXTERNA                       ;D;S;S;N
511025;ASESORIA JURIDICA                       ;D;S;S;N
511030;ASESORIA FINANCIERA                     ;D;S;S;N
511035;ASESORIA TECNICA                        ;D;S;S;N
511040;SEGURIDAD INDUSTRIAL                    ;D;S;S;N
511095;OTROS                                   ;D;S;N;N
51109501;ASESORIA CONTABLE                       ;D;S;S;N
51109502;APOYO COMERCIAL                         ;D;S;S;N
51109503;ASESORIA INFORMATICA Y PROGRAMACION     ;D;S;S;N
511097;TRASLADO A COSTOS DE SERVICIOS          ;D;S;S;N
511099;AJUSTES POR INFLACION                   ;D;S;S;N
5115;IMPUESTOS                               ;D;S;N;N
511505;INDUSTRIA Y COMERCIO                    ;D;S;S;N
511515;A LA PROPIEDAD RAIZ                     ;D;S;S;N
511525;VALORIZACION                            ;D;S;S;N
511540;DE VEHICULOS                            ;D;S;S;N
511595;OTROS                                   ;D;S;N;N
51159501;REGISTRO                                ;D;S;S;N
51159502;IVA ASUMIDO EN GASTOS                   ;D;S;S;N
51159503;IMPO CONSUMO CELULARES                  ;D;S;S;N
51159504;IMPUESTO AL CONSUMO RESTAURANTES        ;D;S;S;N
51159505;IMPUESTO ALUMBRADO PUBLICO              ;D;S;S;N
51159506;IMPOCONSUMO BOLSAS PLASTICAS            ;D;S;S;N
511599;AJUSTES POR INFLACION                   ;D;S;S;N
5120;ARRENDAMIENTOS                          ;D;S;N;N
512010;CONSTRUCCIONES Y EDIFICACIONES          ;D;S;S;N
512020;MAQUINARIA Y EQUIPO                     ;D;S;S;N
512040;FLOTA Y EQUIPO DE TRANSPORTE            ;D;S;S;N
512095;OTROS                                   ;D;S;S;N
512097;TRASLADO A COSTOS DE SERVICIOS          ;D;S;S;N
512099;AJUSTES POR INFLACION                   ;D;S;S;N
5125;CONTRIBUCIONES  Y AFILIACIONES          ;D;S;N;N
512505;CONTRIBUCIONES                          ;D;S;S;N
512510;AFILIACIONES Y SOSTENIMIENTO            ;D;S;S;N
512599;AJUSTES POR INFLACION                   ;D;S;S;N
5130;SEGUROS                                 ;D;S;N;N
513005;MANEJO                                  ;D;S;S;N
513010;SEGURO CREDITOS                         ;D;S;S;N
513020;VIDA COLECTIVA                          ;D;S;S;N
513025;INCENDIO                                ;D;S;S;N
513035;SUSTRACCION Y HURTO                     ;D;S;S;N
513040;FLOTA Y EQUIPO DE TRANSPORTE            ;D;S;S;N
513045;POLIZA GENERAL EMPRESA                  ;D;S;S;N
513050;SEGURO FALABELLA                        ;D;S;S;N
513070;ROTURA DE MAQUINARIA                    ;D;S;S;N
513095;OTROS                                   ;D;S;S;N
513097;TRASLADO A COSTOS DE SERVICIOS          ;D;S;S;N
513099;AJUSTES POR INFLACION                   ;D;S;S;N
5135;SERVICIOS                               ;D;S;N;N
513505;ASEO Y VIGILANCIA                       ;D;S;S;N
513510;ADMINISTRACION                          ;D;S;S;N
513515;ASISTENCIA T�CNICA                      ;D;S;S;N
513525;ACUEDUCTO Y ALCANTARILLADO              ;D;S;S;N
513530;ENERGIA ELECTRICA                       ;D;S;S;N
513535;TELEFONO                                ;D;S;S;N
513540;MENSAJERIA, ENVIOS Y DOMICILIOS         ;D;S;S;N
513545;FAX Y TELEX                             ;D;S;S;N
513550;TRANSPORTE FLETES Y ACARREOS            ;D;S;S;N
513555;GAS                                     ;D;S;S;N
513595;OTROS                                   ;D;S;N;N
51359501;DESCARGUES                              ;D;S;S;N
51359502;MAQUILA                                 ;D;S;S;N
51359503;POR SERVICIOS AUXILIAR CONTABLE         ;D;S;S;N
51359504;PRESTACION SERVICIOS                    ;D;S;S;N
51359505;PRUEBAS PSICOTECNICAS                   ;D;S;S;N
51359506;EXAMENES MEDICOS SSGT                   ;D;S;S;N
513599;AJUSTES POR INFLACION                   ;D;S;S;N
5140;GASTOS LEGALES                          ;D;S;N;N
514005;NOTARIALES                              ;D;S;S;N
514010;REGISTRO MERCANTIL                      ;D;S;S;N
514015;TRAMITES Y LICENCIAS                    ;D;S;S;N
514095;OTROS                                   ;D;S;N;N
51409501;CERTIFICADOS                            ;D;S;S;N
51409502;OTROS                                   ;D;S;S;S
514099;AJUSTES POR INFLACION                   ;D;S;S;N
5145;MANTENIMIENTO Y REPARACIONES            ;D;S;N;N
514510;CONSTRUCCIONES Y EDIFICACIONES          ;D;S;S;N
514515;MAQUINARIA Y EQUIPO                     ;D;S;S;N
514520;EQUIPO DE OFICINA                       ;D;S;S;N
514525;EQUIPO DE COMPUTACION Y COMUNICACION    ;D;S;S;N
514540;FLOTA Y EQUIPO DE TRANSPORTE            ;D;S;S;N
514595;OTROS                                   ;D;S;S;S
514597;TRASLADO A COSTOS DE SERVICIOS          ;D;S;S;N
514599;AJUSTES POR INFLACION                   ;D;S;S;N
5150;ADECUACION E INSTALACION                ;D;S;N;N
515005;INSTALACIONES ELECTRICAS                ;D;S;S;N
515006;ADECUACION REFUERZO PARA BURRO          ;D;S;S;N
515010;CONSTRUCCIONES  Y EDIFICACIONES         ;D;S;S;N
515015;REPARACIONES LOCATIVAS                  ;D;S;S;N
515095;OTROS                                   ;D;S;S;N
515099;AJUSTES POR INFLACION                   ;D;S;S;N
5155;GASTOS DE VIAJE                         ;D;S;N;N
515505;ALOJAMIENTO Y MANUTENCION               ;D;S;S;N
515515;PASAJES AEREOS                          ;D;S;S;N
515520;PASAJES TERRESTRES                      ;D;S;S;N
515595;OTROS                                   ;D;S;N;N
51559501;PARQUEADEROS                            ;D;S;S;N
51559502;PEAJES                                  ;D;S;S;N
515599;AJUSTES POR INFLACION                   ;D;S;S;N
5160;DEPRECIACION ACUMULADA                  ;D;S;N;N
516005;CONSTRUCCIONES Y EDIFICACION            ;D;S;S;N
516010;MAQUINARIA Y EQUIPO                     ;D;S;S;N
516015;EQUIPO DE OFICINA                       ;D;S;S;N
516020;EQUIPO DE COMPUTACION                   ;D;S;S;N
516025;EQUIPO MEDICO Y CIENTIFICO              ;D;S;S;N
516035;FLOTA Y EQUIPO DE TRANSPORTE            ;D;S;S;N
516040;FLOTA Y EQUIPO DE TRANSPORTE            ;D;S;S;N
516097;TRASLADO A COSTOS DE SERVICIOS          ;D;S;S;N
516099;AJUSTES POR INFLACION                   ;D;S;S;N
5195;DIVERSOS                                ;D;S;N;N
519510;LIBROS-SUSCRIPC-PERIODICOS Y REVISTAS   ;D;S;S;N
519520;GASTOS DE REPRESENTACION Y REL PUBLICAS ;D;S;S;N
519525;ELEMENTOS DE ASEO Y CAFETERIA           ;D;S;S;N
519530;UTILES  PAPELERIA Y FOTOCOPIAS          ;D;S;S;N
519535;COMBUSTIBLES                            ;D;S;S;N
519540;ENVASES Y EMPAQUE                       ;D;S;S;N
519545;TAXIS Y BUSES                           ;D;S;S;N
519550;ESTAMPILLAS                             ;D;S;S;N
519560;CASINOS Y RESTAURANTES                  ;D;S;S;N
519561;HOTELES                                 ;D;S;S;N
519565;PARQUEADEROS                            ;D;S;S;N
519570;EMERGENCIA SANITARIA                    ;D;S;S;N
519575;MEDICAMENTOS, ELEMENTOS BOTIQUIN        ;D;S;S;N
519580;GASTOS NO DEDUCIBLES                    ;D;S;S;N
519595;OTROS                                   ;D;S;S;N
519597;TRASLADO A COSTOS DE SERVICIOS          ;D;S;S;N
519599;AJUSTES POR INFLACION                   ;D;S;S;N
52;OPERACIONALES DE VENTA                  ;D;S;N;N
5205;GASTOS DE PERSONAL                      ;D;S;N;N
520506;SUELDOS                                 ;D;S;S;N
520515;REPARACIONES LOCATIVAS                  ;D;S;S;N
520518;COMISION                                ;D;S;S;N
520524;INCAPACIDADES                           ;D;S;S;N
520527;AUXILIO DE TRANSPORTE                   ;D;S;S;N
520530;CESANTIAS                               ;D;S;S;N
520533;INTERESES SOBRE CESANTIAS               ;D;S;S;N
520536;PRIMA DE SERVICIOS                      ;D;S;S;N
520539;VACACIONES                              ;D;S;S;N
520542;PRIMAS EXTRALEGALES                     ;D;S;S;N
520551;DOTACION Y SUMINISTRO A TRABAJADORES    ;D;S;S;N
520563;CAPACITACION AL PERSONAL                ;D;S;S;N
520569;APORTES AL ISS                          ;D;S;S;N
520572;APORTES CAJAS DE COMPENSACION FAMILIAR  ;D;S;S;N
520575;APORTES ICBF                            ;D;S;S;N
520578;APORTES SENA                            ;D;S;S;N
520595;OTROS                                   ;D;S;S;N
520599;AJUSTES POR INFLACION                   ;D;S;S;N
5210;HONORARIOS                              ;D;S;N;N
521010;REVISORIA FISCAL                        ;D;S;S;N
521099;AJUSTES POR INFLACION                   ;D;S;S;N
5215;IMPUESTOS                               ;D;S;N;N
521505;INDUSTRIA Y COMERCIO                    ;D;S;S;N
521515;A LA PROPIEDAD RAIZ                     ;D;S;S;N
521540;DE VEHICULOS                            ;D;S;S;N
521599;AJUSTES POR INFLACION                   ;D;S;S;N
5235;SERVICIOS                               ;D;S;N;N
523505;ASEO Y VIGILANCIA                       ;D;S;S;N
523525;ACUEDUCTO Y ALCANTARILLADO              ;D;S;S;N
523530;ENERGIA ELECTRICA                       ;D;S;S;N
523540;CORREO, PORTES Y TELEGRAMAS             ;D;S;S;N
523545;FAX Y TELEX                             ;D;S;S;N
523550;TRANSPORTE, FLETES Y ACARREOS           ;D;S;S;N
523555;GAS                                     ;D;S;S;N
523560;PUBLICIDAD                              ;D;S;S;N
523595;OTROS                                   ;D;S;S;N
523599;AJUSTES POR INFLACION                   ;D;S;S;N
5240;GASTOS LEGALES                          ;D;S;N;N
524005;NOTARIALES                              ;D;S;S;N
524010;REGISTRO MERCANTIL                      ;D;S;S;N
524015;TRAMITES Y LICENCIAS                    ;D;S;S;N
524095;OTROS                                   ;D;S;S;N
524099;AJUSTES POR INFLACION                   ;D;S;S;N
5245;MANTENIMIENTO Y REPARACIONES            ;D;S;N;N
524520;EQUIPO DE OFICINA                       ;D;S;S;N
524525;EQUIPO DE COMPUTACION Y COMUNICACION    ;D;S;S;N
524599;AJUSTES POR INFLACION                   ;D;S;S;N
5250;ADECUACION E INSTALACION                ;D;S;N;N
525005;INSTALACIONES ELECTRICAS                ;D;S;S;N
525095;OTROS                                   ;D;S;N;N
52509501;IMPLEMENTOS PARA ADECUAR EVENTOS PROMOCI;D;S;S;N
525099;AJUSTES POR INFLACION                   ;D;S;S;N
5255;GASTOS DE VIAJE                         ;D;S;N;N
525515;PASAJES AEREOS                          ;D;S;S;N
525520;PASAJES TERRESTRES                      ;D;S;S;N
525595;OTROS                                   ;D;S;S;N
525599;AJUSTES POR INFLACION                   ;D;S;S;N
5260;DEPRECIACIONES                          ;D;S;N;N
526015;EQUIPO DE OFICINA                       ;D;S;S;N
526020;EQUIPO DE COMPUTACION Y COMUNICACION    ;D;S;S;N
526099;AJUSTES POR INFLACION                   ;D;S;S;N
5295;DIVERSOS                                ;D;S;N;N
529560;PUBLICIDAD Y PROPAGANDA                 ;D;S;S;N
529599;AJUSTES POR INFLACION                   ;D;S;S;N
53;NO OPERACIONALES                        ;D;S;N;N
5305;FINANCIEROS                             ;D;S;N;N
530505;GASTOS BANCARIOS                        ;D;S;N;N
53050501;CUOTA DE MANEJO                         ;D;S;S;N
53050502;IVA                                     ;D;S;S;N
53050503;CUOTA MANEJO                            ;D;S;S;N
53050504;CHEQUERA                                ;D;S;S;N
53050505;COBRO DEPOSITOS LOCALES                 ;D;S;S;S
53050506;OTROS                                   ;D;S;S;S
53050540;FONDO NACIONAL DE GARANTIAS             ;D;S;S;N
53050550;OTROS GASTOS ESTUDIO DE CREDITO         ;D;S;S;N
530510;GMF                                     ;D;S;S;N
530515;COMISIONES                              ;D;S;S;N
530520;INTERESES                               ;D;S;N;N
53052001;INTERESES MORATORIOS                    ;D;S;S;N
53052002;INTERESES CREDITO                       ;D;S;S;S
53052003;INTERESES SOBREGIRO                     ;D;S;S;N
53052004;INTERESES                               ;D;S;S;N
530535;DESCUENTOS COMERCIALES CONDICIONADOS    ;D;S;S;N
530540;COMISION DATAFONO REDEBAN               ;D;S;S;N
530595;GASTO FINANCIERO X CESION CONT. SISTECRE;D;S;S;N
530599;AJUSTES POR INFLACION                   ;D;S;S;N
5310;PERDIDA EN VENTA Y RETIRO DE BIENES     ;D;S;N;N
531010;PERDIDA EN VENTA DE OTROS ACTIVOS       ;D;S;S;N
531015;VENTA DE PROPIEDAD PLANTA Y EQUIPO      ;D;S;S;N
531040;PERDIDAS POR SINIESTROS                 ;D;S;S;N
531095;OTROS                                   ;D;S;S;N
531099;AJUSTES POR INFLACION                   ;D;S;S;N
5315;GASTOS EXTRAORDINARIOS                  ;D;S;N;N
531520;IMPUESTOS ASUMIDOS                      ;D;S;S;N
5395;GASTOS DIVERSOS                         ;D;S;N;N
539520;SANCIONES                               ;D;S;S;N
539525;DONACIONES                              ;D;S;S;N
539552;FALTANTE CAJA GENERAL                   ;D;S;S;N
539581;AJUSTE AL PESO                          ;D;S;S;N
539595;OTROS                                   ;D;S;S;N
539599;AJUSTES POR INFLACION                   ;D;S;S;N
54;IMPUESTO DE RENTA                       ;D;S;N;N
5405;IMPUESTO DE RENTA Y COMPLEMENTARIOS     ;D;S;N;N
540505;IMPUESTO DE RENTA Y COMPLEMENTARIO      ;D;S;S;N
59;GANANCIAS Y PERDIDAS                    ;D;S;N;N
5905;GANANCIAS Y PERDIDAS                    ;D;S;N;N
590505;GANANCIAS Y PERDIDAS                    ;D;S;S;N
6;COSTOS                                  ;D;S;N;N
61;COSTO DE VENTAS                         ;D;S;N;N
6135;COSTO DE VENTAS                         ;D;S;N;N
613542;COSTO DE VENTAS                         ;D;S;N;N
61354201;COSTO DE VENTAS NO GRAVADADAS           ;D;S;S;N
61354202;COSTO DE VENTAS GRAVADAS 5%             ;D;S;S;N
61354203;COSTO DE VENTAS GRAVADAS 19%            ;D;S;S;N
6155;ACTIVIDADES EMPRESARIALES               ;D;S;N;N
615530;CONSULTORIA EN PROGRAMAS DE INFORMATICA ;D;S;N;N
61553001;LICENCIAS PARA LA VENTA                 ;D;S;S;N
6160;ENSE�ANZA                               ;D;S;N;N
616005;ACTIVIDADES RELACIONADAS CON EDUCACION  ;D;S;S;N
616099;AJUSTES POR INFLACION                   ;D;S;S;N
62;COMPRAS                                 ;D;S;N;N
6205;DE MERCANCIAS                           ;D;S;N;N
620599;AJUSTES POR INFLACION                   ;D;S;S;N
6225;DEVOLUCIONES EN COMPRAS                 ;C;S;N;N
622599;AJUSTES POR INFLACION                   ;C;S;S;N
7;COSTOS DE PRODUCCION O DE OPERACION     ;D;S;N;N
72;MANO DE OBRA DIRECTA                    ;D;S;N;N
7205;GASTOS DE PERSONAL                      ;D;S;N;N
720506;SUELDOS                                 ;D;S;S;N
720527;SUBSIDIO DE TRANSPORTE                  ;D;S;S;N
720530;CESANTIAS                               ;D;S;S;N
720533;INTERESES SOBRE CESANTIAS               ;D;S;S;N
720536;PRIMA DE SERVICIOS                      ;D;S;S;N
720539;VACACIONES                              ;D;S;S;N
720542;PRIMA EXTRALEGAL DE HABITACION          ;D;S;S;N
720543;PRIMA DE EXCLUSIVIDAD                   ;D;S;S;N
720544;PRIMA DE VACACIONES                     ;D;S;S;N
720545;SUBSIDIO DE ALIMENTACION                ;D;S;S;N
720548;BONIFICACION ANUAL                      ;D;S;S;N
720551;DOTACION Y SUMINISTRO A TRABAJADORES    ;D;S;S;N
720554;SEGUROS                                 ;D;S;S;N
720569;APORTES AL ISS                          ;D;S;S;N
720571;APORTES A CAJA DE COMPENSACION          ;D;S;S;N
720575;APORTES ICBF                            ;D;S;S;N
720578;APORTES SENA                            ;D;S;S;N
720581;APORTES FONDO DE EMPLEADOS              ;D;S;S;N
720597;TRASLADO A COSTO VTAS Y PREST DE SERVICI;D;S;S;N
720599;AJUSTES POR INFLACION                   ;D;S;S;N
7210;HONORARIOS                              ;D;S;N;N
721095;OTROS                                   ;D;S;S;N
721097;TRASLADO A COSTO DE VTAS Y PREST DE SERV;D;S;S;N
721099;AJUSTES POR INFLACION                   ;D;S;S;N
73;COSTOS INDIRECTOS                       ;D;S;N;N
7305;GASTOS DE PERSONAL                      ;D;S;N;N
730506;SUELDOS                                 ;D;S;S;N
730527;SUBSIDIO DE TRANSPORTE                  ;D;S;S;N
730530;CESANTIAS                               ;D;S;S;N
730533;INTERESES SOBRE CESANTIAS               ;D;S;S;N
730536;PRIMA DE SERVICIOS                      ;D;S;S;N
730539;VACACIONES                              ;D;S;S;N
730542;PRIMA EXTRALEGAL DE HABITACION          ;D;S;S;N
730543;PRIMA DE EXCLUSIVIDAD                   ;D;S;S;N
730544;PRIMA DE VACACIONES                     ;D;S;S;N
730545;SUBSIDIO DE ALIMENTACION                ;D;S;S;N
730548;BONIFICACION ANUAL                      ;D;S;S;N
730551;DOTACION Y SUMINISTRO A TRABAJADORES    ;D;S;S;N
730554;SEGUROS                                 ;D;S;S;N
730563;CAPACITACION AL PERSONAL                ;D;S;S;N
730566;GASTOS DEPORTIVOS Y DE RECREACION       ;D;S;S;N
730569;APORTES AL ISS                          ;D;S;S;N
730571;APORTES A CAJAS DE COMPENSACION.        ;D;S;S;N
730575;APORTES ICBF                            ;D;S;S;N
730578;APORTES SENA                            ;D;S;S;N
730581;APORTES FONDO DE EMPLEADOS              ;D;S;S;N
730595;OTROS                                   ;D;S;S;N
730597;TRASLADO A COSTO DE VTAS Y PREST DE SERV;D;S;S;N
730599;AJUSTES POR INFLACION                   ;D;S;S;N
7310;HONORARIOS                              ;D;S;N;N
731095;OTROS                                   ;D;S;S;N
731097;TRASLADO A COSTO DE VTAS Y PREST DE SERV;D;S;S;N
731099;ALUSTES POR INFLACION                   ;D;S;S;N
7315;IMPUESTOS                               ;D;S;N;N
731540;DE VEHICULOS                            ;D;S;S;N
7320;ARRENDANIENTOS                          ;D;S;N;N
732010;CONSTRUCCCIONES Y EDIFICACIONES         ;D;S;S;N
732095;OTROS                                   ;D;S;S;N
732097;TRASLADO A COSTO DE VTAS Y DE PREST SERV;D;S;S;N
7330;SEGUROS                                 ;D;S;N;N
733005;MANEJO                                  ;D;S;S;N
733010;CUMPLIMIENTO                            ;D;S;S;N
733025;INCENDIO                                ;D;S;S;N
733035;SUSTRACCION                             ;D;S;S;N
733040;FLOTA Y EQUIPO DE TRANSPORTE            ;D;S;S;N
733060;RESPONSABILIDAD CIVIL EXTRACONTRACTUAL  ;D;S;S;N
733070;ROTURA DE MAQUINARIA                    ;D;S;S;N
733095;OTROS                                   ;D;S;S;N
733097;TRASLADO A COSTO VTAS Y PREST DE SERVIC ;D;S;S;N
733099;AJUSTES POR INFLACION                   ;D;S;S;N
7335;SERVICIOS                               ;D;S;N;N
733520;PROCESAMIENTO ELECTRONICO DE DATOS      ;D;S;S;N
733595;OTROS                                   ;D;S;S;N
733597;TRASLADO A COSTO VTAS Y PREST DE SERVIC ;D;S;S;N
733599;AJUSTES POR INFLACION                   ;D;S;S;N
7345;MANTENIMIENTO Y REPARACIONES            ;D;S;N;N
734510;CONSTRUCCIONES Y EDIFICACIONES          ;D;S;S;N
734515;MAQUINARIA Y EQUIPO                     ;D;S;S;N
734520;EQUIPO DE OFICINA                       ;D;S;S;N
734525;EQUIPO DE COMPUTACION Y COMUNICACION    ;D;S;S;N
734540;FLOTA Y EQUIPO DE TRANSPORTE            ;D;S;S;N
734597;TRASLADO A COSTO  VTAS Y PREST DE SERVIC;D;S;S;N
734599;AJUSTES POR INFLACION                   ;D;S;S;N
7360;DEPRECIACIONES                          ;D;S;N;N
736010;MAQUINARIA Y EQUIPO                     ;D;S;S;N
736015;EQUIPO DE OFICINA                       ;D;S;S;N
736020;EQUIPO DE COMPUTACION Y COMUNICACION    ;D;S;S;N
736025;EQUIPO MEDICO Y CIENTIFICO              ;D;S;S;N
736035;FLOTA Y EQUIPO DE TRANSPORTE            ;D;S;S;N
736097;TRASLADO A COSTO VTAS Y PREST DE SERVIC ;D;S;S;N
736099;AJUSTES POR INFLACION                   ;D;S;S;N
7395;DIVERSOS                                ;D;S;N;N
739510;LIBROS-SUSCRIP-PERIODICOS-REVISTAS      ;D;S;S;N
739525;ELEMENTOS DE ASEO Y CAFETERIA           ;D;S;S;N
739530;UTILES-PAPELERIA-FPTOCOPIAS             ;D;S;S;N
739535;COMBUSTIBLES Y LUBRICANTES              ;D;S;S;N
739545;TAXIS BUSES                             ;D;S;S;N
739595;OTROS                                   ;D;S;S;N
739597;TRASLADO A COSTO VTAS Y PREST DE SERVIC ;D;S;S;N
739599;AJUSTES POR INFLACION                   ;D;S;S;N
